source,line,type,time,context,event
mvp_cn/outputs/research_documentation/02_DAY2_2026-06-23.md,325,heading,,五、最终推荐,五、最终推荐
mvp_cn/outputs/research_documentation/02_DAY2_2026-06-23.md,341,heading,,六、文件索引,六、文件索引
mvp_cn/outputs/research_documentation/03_FILE_MANIFEST.md,1,heading,,03 - 文件版本清单,03 - 文件版本清单
mvp_cn/outputs/research_documentation/03_FILE_MANIFEST.md,3,heading,,A. 核心回测脚本 (按创建时间),A. 核心回测脚本 (按创建时间)
mvp_cn/outputs/research_documentation/03_FILE_MANIFEST.md,28,heading,,B. 全面稳健性检验脚本 (版本演进),B. 全面稳健性检验脚本 (版本演进)
mvp_cn/outputs/research_documentation/03_FILE_MANIFEST.md,41,heading,,C. 输出数据文件 (按重要性),C. 输出数据文件 (按重要性)
mvp_cn/outputs/research_documentation/03_FILE_MANIFEST.md,59,heading,,D. 配置与原始数据,D. 配置与原始数据
mvp_cn/outputs/research_documentation/03_FILE_MANIFEST.md,71,heading,,E. Bug修复记录,E. Bug修复记录
mvp_cn/outputs/research_documentation/04_METHODOLOGY.md,1,heading,,04 - 方法论演进,04 - 方法论演进
mvp_cn/outputs/research_documentation/04_METHODOLOGY.md,3,heading,,1. POOS (Pseudo Out-of-Sample) 框架,1. POOS (Pseudo Out-of-Sample) 框架
mvp_cn/outputs/research_documentation/04_METHODOLOGY.md,5,heading,,核心原则,核心原则
mvp_cn/outputs/research_documentation/04_METHODOLOGY.md,7,bullet,,核心原则,墙前(≤wall)：因子筛选、模型选择、超参数调优
mvp_cn/outputs/research_documentation/04_METHODOLOGY.md,10,heading,,实施,实施
mvp_cn/outputs/research_documentation/04_METHODOLOGY.md,17,heading,,多墙稳健性,多墙稳健性
mvp_cn/outputs/research_documentation/04_METHODOLOGY.md,19,bullet,,多墙稳健性,每个墙独立做因子筛选+模型训练+POOS评估
mvp_cn/outputs/research_documentation/04_METHODOLOGY.md,20,bullet,,多墙稳健性,全墙正向 = 结论稳健
mvp_cn/outputs/research_documentation/04_METHODOLOGY.md,22,heading,,2. 机制拆解 (Decomposition),2. 机制拆解 (Decomposition)
mvp_cn/outputs/research_documentation/04_METHODOLOGY.md,24,heading,,方法,方法
mvp_cn/outputs/research_documentation/04_METHODOLOGY.md,26,bullet,,方法,Full: 完整策略(因子+趋势过滤)
mvp_cn/outputs/research_documentation/04_METHODOLOGY.md,27,bullet,,方法,NoTrend: 仅因子，无180MA过滤
mvp_cn/outputs/research_documentation/04_METHODOLOGY.md,28,bullet,,方法,TrendOnly: 仅180MA等权，无因子
mvp_cn/outputs/research_documentation/04_METHODOLOGY.md,30,heading,,计算,计算
mvp_cn/outputs/research_documentation/04_METHODOLOGY.md,36,heading,,核心发现(12ETF),核心发现(12ETF)
mvp_cn/outputs/research_documentation/04_METHODOLOGY.md,43,heading,,3. Walk-Forward Ridge/ElasticNet,3. Walk-Forward Ridge/ElasticNet
mvp_cn/outputs/research_documentation/04_METHODOLOGY.md,45,heading,,流程,流程
mvp_cn/outputs/research_documentation/04_METHODOLOGY.md,52,heading,,超参数,超参数
mvp_cn/outputs/research_documentation/04_METHODOLOGY.md,56,bullet,,超参数,趋势过滤: 180MA
mvp_cn/outputs/research_documentation/04_METHODOLOGY.md,58,heading,,4. 因子筛选管道,4. 因子筛选管道
mvp_cn/outputs/research_documentation/04_METHODOLOGY.md,60,heading,,完整流程,完整流程
mvp_cn/outputs/research_documentation/04_METHODOLOGY.md,66,heading,,关键发现,关键发现
mvp_cn/outputs/research_documentation/04_METHODOLOGY.md,69,bullet,,关键发现,精简至2因子(mom_126+low_vol_63) → POOS +0.06 Sharpe
mvp_cn/outputs/research_documentation/04_METHODOLOGY.md,71,heading,,5. 新维度因子构建,5. 新维度因子构建
mvp_cn/outputs/research_documentation/04_METHODOLOGY.md,73,heading,,数据源,数据源
mvp_cn/outputs/research_documentation/04_METHODOLOGY.md,79,heading,,评估方法,评估方法
mvp_cn/outputs/research_documentation/04_METHODOLOGY.md,80,bullet,,评估方法,加入精简2因子(mom_126+low_vol_63)作为baseline
mvp_cn/outputs/research_documentation/04_METHODOLOGY.md,81,bullet,,评估方法,对比POOS Sharpe的增量
mvp_cn/outputs/research_documentation/04_METHODOLOGY.md,84,heading,,6. 性能优化,6. 性能优化
mvp_cn/outputs/research_documentation/04_METHODOLOGY.md,86,heading,,关键优化,关键优化
mvp_cn/outputs/research_documentation/05_FINAL_RESULTS.md,1,heading,,05 - 最终结论与数据,05 - 最终结论与数据
mvp_cn/outputs/research_documentation/05_FINAL_RESULTS.md,3,heading,,数据集: FINAL_108_merged.csv,数据集: FINAL_108_merged.csv
mvp_cn/outputs/research_documentation/05_FINAL_RESULTS.md,5,bullet,,数据集: FINAL_108_merged.csv,6ETF: 36组(完整) / 8ETF: 18组(base5+pure2) / 12ETF: 36组(完整)
mvp_cn/outputs/research_documentation/05_FINAL_RESULTS.md,6,bullet,,数据集: FINAL_108_merged.csv,3截点 × 6因子 × 2模型(Ridge/ElasticNet)
mvp_cn/outputs/research_documentation/05_FINAL_RESULTS.md,10,heading,,🏆 Top10 最高Sharpe,🏆 Top10 最高Sharpe
mvp_cn/outputs/research_documentation/05_FINAL_RESULTS.md,27,heading,,"📊 因子排名 (6ETF Ridge, 跨3墙均值)","📊 因子排名 (6ETF Ridge, 跨3墙均值)"
mvp_cn/outputs/research_documentation/05_FINAL_RESULTS.md,40,heading,,⚔️ Ridge vs ElasticNet (6ETF汇总),⚔️ Ridge vs ElasticNet (6ETF汇总)
mvp_cn/outputs/research_documentation/05_FINAL_RESULTS.md,49,heading,,📦 ETF粒度排名 (Ridge汇总),📦 ETF粒度排名 (Ridge汇总)
mvp_cn/outputs/research_documentation/05_FINAL_RESULTS.md,59,heading,,🔪 POOS截点排名 (6ETF Ridge),🔪 POOS截点排名 (6ETF Ridge)
mvp_cn/outputs/research_documentation/05_FINAL_RESULTS.md,69,heading,,📋 最终推荐,📋 最终推荐
mvp_cn/outputs/research_documentation/05_FINAL_RESULTS.md,81,heading,,📁 相关数据文件,📁 相关数据文件
FINAL_REPORT.md,1,heading,,中国A股板块轮动策略研究报告,中国A股板块轮动策略研究报告
FINAL_REPORT.md,9,heading,,1. 策略规格,1. 策略规格
FINAL_REPORT.md,22,heading,,ETF清单,ETF清单
FINAL_REPORT.md,35,heading,,2. 方法论,2. 方法论
FINAL_REPORT.md,37,heading,,2.1 核心架构,2.1 核心架构
FINAL_REPORT.md,53,heading,,2.2 POOS伪样本外检验,2.2 POOS伪样本外检验
FINAL_REPORT.md,69,heading,,2.3 因子筛选全链路,2.3 因子筛选全链路
FINAL_REPORT.md,94,heading,,3. 核心绩效,3. 核心绩效
FINAL_REPORT.md,96,heading,,3.1 多墙稳健性检验 (6ETF Original-5),3.1 多墙稳健性检验 (6ETF Original-5)
FINAL_REPORT.md,110,heading,,3.2 机制拆解,3.2 机制拆解
FINAL_REPORT.md,120,heading,,3.3 30bp成本敏感性,3.3 30bp成本敏感性
FINAL_REPORT.md,127,heading,,"3.4 压力测试 (2020墙后, 各市场状态)","3.4 压力测试 (2020墙后, 各市场状态)"
FINAL_REPORT.md,139,heading,,4. 探索历程与关键发现,4. 探索历程与关键发现
FINAL_REPORT.md,141,heading,,4.1 尝试过但未通过的方案,4.1 尝试过但未通过的方案
FINAL_REPORT.md,153,heading,,4.2 ETF选择学理,4.2 ETF选择学理
FINAL_REPORT.md,157,bullet,,4.2 ETF选择学理,横截面排序的有效资产数量受限于因子数量与信号噪声比
FINAL_REPORT.md,158,bullet,,4.2 ETF选择学理,ETF越多→资产间相关性越高→有效独立投注不增加→IC被噪声淹没
FINAL_REPORT.md,159,bullet,,4.2 ETF选择学理,"6ETF恰好覆盖最独立的6个经济驱动力, 在广度与信号强度间取得平衡"
FINAL_REPORT.md,161,heading,,4.3 策略本质,4.3 策略本质
FINAL_REPORT.md,170,heading,,5. 局限性与监控指标,5. 局限性与监控指标
FINAL_REPORT.md,180,heading,,前瞻跟踪指标,前瞻跟踪指标
FINAL_REPORT.md,182,bullet,,前瞻跟踪指标,单ETF平均权重 > 35% → 告警
FINAL_REPORT.md,183,bullet,,前瞻跟踪指标,连续3月无ETF通过180MA → 审查趋势过滤参数
FINAL_REPORT.md,184,bullet,,前瞻跟踪指标,月胜率连续6月 < 50% → 审查因子有效性
FINAL_REPORT.md,189,heading,,6. 交付文件索引,6. 交付文件索引
FINAL_REPORT.md,191,heading,,核心图表,核心图表
FINAL_REPORT.md,202,heading,,核心代码,核心代码
FINAL_REPORT.md,212,heading,,研究日志,研究日志
FINAL_REPORT.md,222,heading,,7. 复现指南,7. 复现指南
FINAL_REPORT.md,225,heading,,环境,环境
FINAL_REPORT.md,228,heading,,运行主验证,运行主验证
